,Self_Reported_Stress_Level,Final_Grade,Gender_Male,Gender_Other,Preferred_Learning_Style_Kinesthetic,Preferred_Learning_Style_Reading/Writing,Preferred_Learning_Style_Visual,Use_of_Educational_Tech_Yes,Participation_in_Discussions_Yes,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night
1813,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,23.0,17.0,89.0,61.0,72.0,7.0,10.0
1814,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,6.0,0.0,99.0,75.0,57.0,9.0,5.0
1815,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,34.0,0.0,78.0,95.0,87.0,2.0,10.0
1816,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,20.0,0.0,89.0,95.0,85.0,28.0,8.0
1817,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,28.0,46.0,0.0,69.0,73.0,68.0,22.0,6.0
1818,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,10.0,72.0,45.0,100.0,26.0,8.0
1819,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,43.0,0.0,82.0,86.0,89.0,30.0,7.0
1820,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,29.0,8.0,50.0,40.0,53.0,26.0,6.0
1821,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,25.0,19.0,100.0,77.0,90.0,14.0,8.0
1822,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,27.0,8.0,92.0,55.0,67.0,10.0,9.0
1823,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,19.0,12.0,62.0,65.0,96.0,21.0,10.0
1824,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,7.0,12.0,50.0,96.0,56.0,21.0,10.0
1825,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,49.0,17.0,51.0,82.0,63.0,7.0,6.0
1826,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,12.0,8.0,88.0,50.0,92.0,4.0,8.0
1827,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,30.0,6.0,72.0,96.0,72.0,22.0,6.0
1828,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,7.0,5.0,80.0,83.0,89.0,29.0,5.0
1829,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.0,45.0,2.0,100.0,100.0,88.0,29.0,6.0
1830,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,44.0,12.0,87.0,100.0,90.0,2.0,8.0
1831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,12.0,68.0,91.0,77.0,11.0,4.0
1832,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,18.0,15.0,76.0,83.0,78.0,29.0,5.0
1833,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,40.0,19.0,69.0,80.0,58.0,19.0,8.0
1834,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,36.0,3.0,60.0,68.0,97.0,22.0,10.0
1835,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,32.0,6.0,86.0,82.0,73.0,11.0,4.0
1836,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,34.0,16.0,99.0,94.0,80.0,8.0,5.0
1837,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,18.0,36.0,7.0,82.0,93.0,98.0,17.0,10.0
1838,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,18.0,8.0,98.0,99.0,84.0,2.0,8.0
1839,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,9.0,20.0,64.0,73.0,57.0,10.0,10.0
1840,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,12.0,5.0,86.0,79.0,69.0,3.0,5.0
1841,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,37.0,4.0,74.0,84.0,56.0,24.0,4.0
1842,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,37.0,2.0,63.0,95.0,95.0,8.0,9.0
1843,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,49.0,15.0,64.0,73.0,61.0,27.0,7.0
1844,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,11.0,19.0,75.0,62.0,97.0,27.0,5.0
1845,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,19.0,19.0,71.0,65.0,95.0,10.0,5.0
1846,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,14.0,7.0,81.0,40.0,73.0,5.0,8.0
1847,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,26.0,40.0,6.0,82.0,93.0,89.0,10.0,6.0
1848,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,25.0,8.0,62.0,57.0,91.0,23.0,10.0
1849,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27.0,19.0,3.0,73.0,67.0,100.0,23.0,9.0
1850,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,46.0,20.0,99.0,69.0,94.0,13.0,7.0
1851,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,27.0,10.0,7.0,82.0,88.0,75.0,4.0,10.0
1852,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,10.0,9.0,97.0,64.0,70.0,21.0,10.0
1853,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,37.0,16.0,87.0,54.0,93.0,9.0,9.0
1854,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,16.0,15.0,58.0,46.0,65.0,13.0,4.0
1855,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,6.0,12.0,89.0,77.0,52.0,14.0,8.0
1856,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,34.0,17.0,90.0,45.0,91.0,25.0,10.0
1857,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,9.0,15.0,72.0,63.0,97.0,19.0,8.0
1858,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,26.0,19.0,90.0,66.0,97.0,18.0,6.0
1859,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,29.0,17.0,94.0,50.0,85.0,3.0,4.0
1860,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,9.0,16.0,71.0,85.0,95.0,22.0,5.0
1861,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,16.0,9.0,54.0,88.0,75.0,13.0,6.0
1862,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,17.0,5.0,73.0,72.0,55.0,6.0,8.0
1863,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,20.0,2.0,97.0,55.0,60.0,1.0,6.0
1864,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,36.0,15.0,87.0,59.0,100.0,19.0,5.0
1865,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,44.0,16.0,95.0,50.0,59.0,15.0,7.0
1866,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,7.0,1.0,50.0,50.0,53.0,11.0,6.0
1867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,10.0,81.0,94.0,64.0,5.0,5.0
1868,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,42.0,19.0,93.0,84.0,97.0,10.0,9.0
1869,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,12.0,4.0,87.0,58.0,57.0,4.0,6.0
1870,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,12.0,12.0,51.0,81.0,70.0,12.0,6.0
1871,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,14.0,14.0,79.0,65.0,52.0,6.0,7.0
1872,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.0,15.0,18.0,80.0,81.0,69.0,23.0,8.0
1873,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,48.0,17.0,75.0,47.0,56.0,8.0,4.0
1874,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,11.0,7.0,96.0,67.0,71.0,29.0,5.0
1875,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,8.0,16.0,96.0,52.0,60.0,7.0,6.0
1876,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,45.0,20.0,56.0,97.0,71.0,29.0,10.0
1877,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,44.0,14.0,67.0,78.0,97.0,28.0,4.0
1878,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,26.0,47.0,5.0,95.0,56.0,80.0,2.0,9.0
1879,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,13.0,14.0,52.0,52.0,56.0,21.0,6.0
1880,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,25.0,47.0,14.0,80.0,91.0,62.0,12.0,8.0
1881,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,48.0,12.0,94.0,51.0,91.0,3.0,10.0
1882,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,38.0,17.0,90.0,81.0,63.0,1.0,7.0
1883,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,19.0,1.0,52.0,73.0,80.0,28.0,6.0
1884,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0,30.0,6.0,68.0,99.0,97.0,25.0,4.0
1885,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,35.0,20.0,95.0,59.0,65.0,30.0,6.0
1886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,49.0,1.0,92.0,97.0,62.0,23.0,7.0
1887,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,20.0,14.0,68.0,81.0,71.0,27.0,4.0
1888,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,28.0,11.0,10.0,69.0,56.0,79.0,20.0,4.0
1889,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,16.0,0.0,96.0,57.0,99.0,30.0,4.0
1890,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,11.0,19.0,52.0,83.0,97.0,18.0,4.0
1891,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,31.0,17.0,96.0,65.0,91.0,13.0,10.0
1892,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,36.0,2.0,71.0,57.0,96.0,30.0,7.0
1893,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,49.0,19.0,60.0,97.0,64.0,3.0,9.0
1894,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,28.0,5.0,80.0,96.0,89.0,10.0,9.0
1895,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,19.0,9.0,65.0,67.0,74.0,27.0,8.0
1896,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,7.0,13.0,61.0,52.0,74.0,19.0,10.0
1897,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,7.0,64.0,79.0,66.0,2.0,8.0
1898,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,33.0,0.0,91.0,65.0,95.0,11.0,8.0
1899,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,47.0,10.0,55.0,90.0,63.0,20.0,4.0
1900,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,14.0,19.0,60.0,41.0,65.0,28.0,5.0
1901,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,42.0,9.0,96.0,53.0,91.0,13.0,6.0
1902,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,39.0,2.0,74.0,66.0,89.0,4.0,4.0
1903,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.0,33.0,6.0,79.0,51.0,73.0,29.0,6.0
1904,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,6.0,11.0,72.0,92.0,77.0,30.0,10.0
1905,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,48.0,15.0,66.0,72.0,78.0,22.0,9.0
1906,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,49.0,15.0,64.0,91.0,51.0,13.0,10.0
1907,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,6.0,0.0,79.0,60.0,59.0,19.0,8.0
1908,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,31.0,3.0,60.0,56.0,84.0,17.0,5.0
1909,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,30.0,10.0,51.0,78.0,100.0,16.0,4.0
1910,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,30.0,13.0,69.0,54.0,51.0,24.0,10.0
1911,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,8.0,19.0,85.0,93.0,91.0,10.0,6.0
1912,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,17.0,9.0,54.0,75.0,91.0,10.0,8.0
1913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,10.0,8.0,96.0,98.0,90.0,10.0,7.0
1914,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,21.0,8.0,78.0,46.0,82.0,11.0,9.0
1915,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,7.0,7.0,58.0,41.0,98.0,27.0,9.0
1916,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,37.0,5.0,59.0,74.0,60.0,1.0,10.0
1917,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,38.0,6.0,58.0,89.0,91.0,22.0,6.0
1918,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,15.0,2.0,50.0,71.0,63.0,3.0,10.0
1919,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,4.0,76.0,58.0,83.0,21.0,9.0
1920,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,6.0,19.0,77.0,42.0,68.0,23.0,9.0
1921,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,35.0,3.0,95.0,58.0,79.0,1.0,10.0
1922,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,39.0,15.0,83.0,63.0,65.0,11.0,7.0
1923,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,31.0,15.0,50.0,92.0,78.0,24.0,6.0
1924,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,10.0,20.0,56.0,66.0,77.0,17.0,8.0
1925,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,44.0,17.0,92.0,80.0,79.0,26.0,10.0
1926,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,40.0,3.0,83.0,58.0,67.0,14.0,9.0
1927,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,16.0,17.0,92.0,91.0,65.0,8.0,4.0
1928,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,42.0,10.0,67.0,85.0,61.0,22.0,5.0
1929,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,30.0,2.0,90.0,71.0,83.0,11.0,8.0
1930,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,49.0,13.0,83.0,57.0,72.0,11.0,7.0
1931,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,35.0,17.0,81.0,95.0,71.0,12.0,6.0
1932,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,18.0,41.0,18.0,50.0,56.0,89.0,0.0,10.0
1933,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,43.0,18.0,76.0,82.0,54.0,2.0,6.0
1934,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,24.0,9.0,89.0,55.0,78.0,29.0,5.0
1935,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,16.0,18.0,54.0,82.0,55.0,30.0,5.0
1936,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,5.0,11.0,67.0,46.0,86.0,4.0,8.0
1937,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,39.0,10.0,74.0,70.0,97.0,9.0,6.0
1938,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,35.0,20.0,86.0,85.0,88.0,12.0,7.0
1939,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,23.0,8.0,67.0,81.0,85.0,27.0,10.0
1940,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,12.0,17.0,51.0,73.0,63.0,1.0,9.0
1941,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,25.0,14.0,66.0,57.0,72.0,25.0,5.0
1942,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,49.0,1.0,90.0,47.0,83.0,11.0,4.0
1943,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27.0,38.0,11.0,65.0,99.0,90.0,21.0,6.0
1944,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,49.0,5.0,77.0,44.0,55.0,3.0,4.0
1945,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,20.0,7.0,85.0,80.0,97.0,24.0,6.0
1946,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,39.0,2.0,72.0,41.0,68.0,25.0,4.0
1947,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,30.0,2.0,99.0,44.0,64.0,3.0,6.0
1948,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,33.0,6.0,85.0,67.0,88.0,14.0,10.0
1949,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,7.0,9.0,65.0,54.0,67.0,5.0,8.0
1950,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,29.0,47.0,8.0,58.0,91.0,84.0,7.0,5.0
1951,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,37.0,14.0,78.0,41.0,82.0,29.0,8.0
1952,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,35.0,19.0,53.0,49.0,93.0,30.0,4.0
1953,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,11.0,6.0,55.0,92.0,76.0,26.0,6.0
1954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,23.0,30.0,11.0,79.0,100.0,92.0,7.0,8.0
1955,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,31.0,13.0,87.0,97.0,73.0,27.0,8.0
1956,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,14.0,5.0,64.0,65.0,88.0,10.0,4.0
1957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,5.0,3.0,81.0,98.0,72.0,12.0,6.0
1958,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,20.0,20.0,57.0,99.0,88.0,23.0,9.0
1959,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,35.0,5.0,62.0,45.0,98.0,1.0,9.0
1960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,39.0,4.0,64.0,90.0,74.0,19.0,8.0
1961,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,35.0,17.0,52.0,52.0,93.0,16.0,5.0
1962,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,44.0,10.0,60.0,68.0,69.0,6.0,6.0
1963,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,17.0,14.0,84.0,59.0,78.0,13.0,8.0
1964,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,6.0,16.0,73.0,73.0,63.0,23.0,10.0
1965,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,43.0,4.0,67.0,67.0,95.0,20.0,6.0
1966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,26.0,19.0,55.0,95.0,53.0,9.0,7.0
1967,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,49.0,17.0,57.0,57.0,94.0,10.0,7.0
1968,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,21.0,3.0,56.0,83.0,76.0,5.0,4.0
1969,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,14.0,6.0,92.0,78.0,58.0,26.0,10.0
1970,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,8.0,20.0,97.0,62.0,50.0,3.0,8.0
1971,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,9.0,5.0,60.0,81.0,65.0,8.0,8.0
1972,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,49.0,9.0,54.0,45.0,75.0,29.0,9.0
1973,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,45.0,0.0,54.0,67.0,86.0,23.0,8.0
1974,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,38.0,19.0,79.0,85.0,71.0,27.0,10.0
1975,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,26.0,12.0,77.0,48.0,76.0,4.0,7.0
1976,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,48.0,18.0,66.0,54.0,74.0,14.0,10.0
1977,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,24.0,23.0,15.0,57.0,75.0,73.0,10.0,7.0
1978,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,42.0,15.0,97.0,78.0,91.0,2.0,4.0
1979,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,37.0,2.0,66.0,44.0,99.0,14.0,8.0
1980,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,6.0,3.0,85.0,75.0,51.0,13.0,5.0
1981,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,12.0,20.0,97.0,86.0,80.0,26.0,7.0
1982,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,9.0,20.0,58.0,92.0,50.0,6.0,9.0
1983,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,14.0,13.0,54.0,81.0,61.0,26.0,5.0
1984,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,28.0,19.0,90.0,89.0,68.0,13.0,10.0
1985,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,35.0,18.0,80.0,55.0,87.0,1.0,9.0
1986,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25.0,20.0,5.0,90.0,81.0,79.0,7.0,7.0
1987,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,16.0,19.0,71.0,99.0,97.0,15.0,7.0
1988,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,10.0,2.0,76.0,87.0,53.0,17.0,6.0
1989,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,37.0,10.0,77.0,97.0,92.0,9.0,4.0
1990,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,34.0,4.0,96.0,94.0,79.0,0.0,4.0
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,34.0,6.0,90.0,100.0,97.0,27.0,4.0
1992,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,18.0,15.0,14.0,69.0,93.0,95.0,22.0,4.0
1993,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,23.0,6.0,2.0,86.0,93.0,85.0,21.0,7.0
1994,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,24.0,5.0,67.0,64.0,72.0,0.0,9.0
1995,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,26.0,5.0,82.0,89.0,79.0,21.0,6.0
1996,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,21.0,19.0,72.0,42.0,100.0,9.0,7.0
1997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,33.0,8.0,63.0,77.0,91.0,10.0,7.0
1998,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,49.0,2.0,80.0,52.0,56.0,10.0,4.0
1999,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,10.0,8.0,58.0,65.0,88.0,2.0,4.0
2000,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,22.0,11.0,81.0,99.0,51.0,13.0,9.0
2001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,38.0,17.0,69.0,71.0,87.0,10.0,5.0
2002,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,39.0,7.0,88.0,85.0,52.0,13.0,8.0
2003,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20.0,26.0,5.0,76.0,96.0,64.0,12.0,7.0
2004,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,15.0,17.0,87.0,64.0,98.0,14.0,10.0
2005,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,8.0,16.0,67.0,47.0,61.0,15.0,10.0
2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,27.0,6.0,55.0,70.0,91.0,28.0,9.0
